"State Code","County Code","Site Num","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Sample Duration","Pollutant Standard","Date Local","Units of Measure","Event Type","Observation Count","Observation Percent","Arithmetic Mean","1st Max Value","1st Max Hour","AQI","Method Code","Method Name","Local Site Name","Address","State Name","County Name","City Name","CBSA Name","Date of Last Change"
"17","023","0001",62101,1,39.210857,-87.668297,"WGS84","Outdoor Temperature","1 HOUR",NA,2021-02-16,"Degrees Fahrenheit","None",24,100,6,14,15,NA,"040","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.","416 S. State St. Hwy 1- West Union","416 S. STATE ST. HWY 1/ WEST UNION","Illinois","Clark","Not in a city",NA,2022-02-07
"17","023","0001",62101,1,39.210857,-87.668297,"WGS84","Outdoor Temperature","1 HOUR",NA,2021-02-17,"Degrees Fahrenheit","None",24,100,10.5,22,16,NA,"040","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.","416 S. State St. Hwy 1- West Union","416 S. STATE ST. HWY 1/ WEST UNION","Illinois","Clark","Not in a city",NA,2022-02-07
"17","023","0001",62101,1,39.210857,-87.668297,"WGS84","Outdoor Temperature","1 HOUR",NA,2021-02-18,"Degrees Fahrenheit","None",24,100,17.541667,23,12,NA,"040","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.","416 S. State St. Hwy 1- West Union","416 S. STATE ST. HWY 1/ WEST UNION","Illinois","Clark","Not in a city",NA,2022-02-07
"17","023","0001",62101,1,39.210857,-87.668297,"WGS84","Outdoor Temperature","1 HOUR",NA,2021-02-19,"Degrees Fahrenheit","None",24,100,9.875,23,14,NA,"040","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.","416 S. State St. Hwy 1- West Union","416 S. STATE ST. HWY 1/ WEST UNION","Illinois","Clark","Not in a city",NA,2022-02-07
"17","023","0001",62101,1,39.210857,-87.668297,"WGS84","Outdoor Temperature","1 HOUR",NA,2021-02-20,"Degrees Fahrenheit","None",24,100,16.458333,30,15,NA,"040","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.","416 S. State St. Hwy 1- West Union","416 S. STATE ST. HWY 1/ WEST UNION","Illinois","Clark","Not in a city",NA,2022-02-07
"17","023","0001",62101,1,39.210857,-87.668297,"WGS84","Outdoor Temperature","1 HOUR",NA,2021-02-21,"Degrees Fahrenheit","None",24,100,31.166667,42,19,NA,"040","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.","416 S. State St. Hwy 1- West Union","416 S. STATE ST. HWY 1/ WEST UNION","Illinois","Clark","Not in a city",NA,2022-02-07
"17","023","0001",62101,1,39.210857,-87.668297,"WGS84","Outdoor Temperature","1 HOUR",NA,2021-02-22,"Degrees Fahrenheit","None",24,100,37.041667,41,15,NA,"040","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.","416 S. State St. Hwy 1- West Union","416 S. STATE ST. HWY 1/ WEST UNION","Illinois","Clark","Not in a city",NA,2022-02-07
"17","023","0001",62101,1,39.210857,-87.668297,"WGS84","Outdoor Temperature","1 HOUR",NA,2021-02-23,"Degrees Fahrenheit","None",24,100,43.166667,53,13,NA,"040","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.","416 S. State St. Hwy 1- West Union","416 S. STATE ST. HWY 1/ WEST UNION","Illinois","Clark","Not in a city",NA,2022-02-07
"17","023","0001",62101,1,39.210857,-87.668297,"WGS84","Outdoor Temperature","1 HOUR",NA,2021-02-24,"Degrees Fahrenheit","None",24,100,45.791667,57,12,NA,"040","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.","416 S. State St. Hwy 1- West Union","416 S. STATE ST. HWY 1/ WEST UNION","Illinois","Clark","Not in a city",NA,2022-02-07
"17","023","0001",62101,1,39.210857,-87.668297,"WGS84","Outdoor Temperature","1 HOUR",NA,2021-02-25,"Degrees Fahrenheit","None",24,100,36.916667,46,13,NA,"040","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.","416 S. State St. Hwy 1- West Union","416 S. STATE ST. HWY 1/ WEST UNION","Illinois","Clark","Not in a city",NA,2022-02-07
"17","023","0001",62101,1,39.210857,-87.668297,"WGS84","Outdoor Temperature","1 HOUR",NA,2021-02-26,"Degrees Fahrenheit","None",24,100,37.708333,49,12,NA,"040","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.","416 S. State St. Hwy 1- West Union","416 S. STATE ST. HWY 1/ WEST UNION","Illinois","Clark","Not in a city",NA,2022-02-07
"17","023","0001",62101,1,39.210857,-87.668297,"WGS84","Outdoor Temperature","1 HOUR",NA,2021-02-27,"Degrees Fahrenheit","None",24,100,46.208333,56,14,NA,"040","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.","416 S. State St. Hwy 1- West Union","416 S. STATE ST. HWY 1/ WEST UNION","Illinois","Clark","Not in a city",NA,2022-02-07
"17","023","0001",62101,1,39.210857,-87.668297,"WGS84","Outdoor Temperature","1 HOUR",NA,2021-02-28,"Degrees Fahrenheit","None",24,100,51.708333,59,13,NA,"040","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.","416 S. State St. Hwy 1- West Union","416 S. STATE ST. HWY 1/ WEST UNION","Illinois","Clark","Not in a city",NA,2022-02-07
"17","023","0001",62101,1,39.210857,-87.668297,"WGS84","Outdoor Temperature","1 HOUR",NA,2021-03-01,"Degrees Fahrenheit","None",24,100,35.708333,43,13,NA,"040","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.","416 S. State St. Hwy 1- West Union","416 S. STATE ST. HWY 1/ WEST UNION","Illinois","Clark","Not in a city",NA,2022-02-07
"17","023","0001",62101,1,39.210857,-87.668297,"WGS84","Outdoor Temperature","1 HOUR",NA,2021-03-02,"Degrees Fahrenheit","None",24,100,33.833333,45,15,NA,"040","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.","416 S. State St. Hwy 1- West Union","416 S. STATE ST. HWY 1/ WEST UNION","Illinois","Clark","Not in a city",NA,2022-02-07
"17","023","0001",62101,1,39.210857,-87.668297,"WGS84","Outdoor Temperature","1 HOUR",NA,2021-03-03,"Degrees Fahrenheit","None",24,100,44.083333,60,14,NA,"040","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.","416 S. State St. Hwy 1- West Union","416 S. STATE ST. HWY 1/ WEST UNION","Illinois","Clark","Not in a city",NA,2022-02-07
"17","023","0001",62101,1,39.210857,-87.668297,"WGS84","Outdoor Temperature","1 HOUR",NA,2021-03-04,"Degrees Fahrenheit","None",24,100,42.208333,53,14,NA,"040","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.","416 S. State St. Hwy 1- West Union","416 S. STATE ST. HWY 1/ WEST UNION","Illinois","Clark","Not in a city",NA,2022-02-07
"17","023","0001",62101,1,39.210857,-87.668297,"WGS84","Outdoor Temperature","1 HOUR",NA,2021-03-05,"Degrees Fahrenheit","None",24,100,35.708333,48,16,NA,"040","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.","416 S. State St. Hwy 1- West Union","416 S. STATE ST. HWY 1/ WEST UNION","Illinois","Clark","Not in a city",NA,2022-02-07
"17","023","0001",62101,1,39.210857,-87.668297,"WGS84","Outdoor Temperature","1 HOUR",NA,2021-03-06,"Degrees Fahrenheit","None",24,100,37.083333,50,15,NA,"040","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.","416 S. State St. Hwy 1- West Union","416 S. STATE ST. HWY 1/ WEST UNION","Illinois","Clark","Not in a city",NA,2022-02-07
"17","023","0001",62101,1,39.210857,-87.668297,"WGS84","Outdoor Temperature","1 HOUR",NA,2021-03-07,"Degrees Fahrenheit","None",24,100,40.166667,55,14,NA,"040","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.","416 S. State St. Hwy 1- West Union","416 S. STATE ST. HWY 1/ WEST UNION","Illinois","Clark","Not in a city",NA,2022-02-07
"17","023","0001",62101,1,39.210857,-87.668297,"WGS84","Outdoor Temperature","1 HOUR",NA,2021-03-08,"Degrees Fahrenheit","None",24,100,48.083333,65,13,NA,"040","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.","416 S. State St. Hwy 1- West Union","416 S. STATE ST. HWY 1/ WEST UNION","Illinois","Clark","Not in a city",NA,2022-02-07
"17","023","0001",62101,1,39.210857,-87.668297,"WGS84","Outdoor Temperature","1 HOUR",NA,2021-03-09,"Degrees Fahrenheit","None",24,100,53.375,68,14,NA,"040","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.","416 S. State St. Hwy 1- West Union","416 S. STATE ST. HWY 1/ WEST UNION","Illinois","Clark","Not in a city",NA,2022-02-07
"17","023","0001",62101,1,39.210857,-87.668297,"WGS84","Outdoor Temperature","1 HOUR",NA,2021-03-10,"Degrees Fahrenheit","None",24,100,60.208333,66,15,NA,"040","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.","416 S. State St. Hwy 1- West Union","416 S. STATE ST. HWY 1/ WEST UNION","Illinois","Clark","Not in a city",NA,2022-02-07
